asvLen	totReads	numSamps
ASV.1	325	95279	3
ASV.2	328	9969	3
ASV.3	328	9753	3
ASV.4	328	7532	3
ASV.5	328	2684	3
ASV.6	322	913	3
ASV.9	328	554	3
ASV.11	325	496	3
ASV.12	262	471	3
ASV.13	328	402	3
ASV.15	199	276	2
ASV.17	199	266	3
ASV.18	328	220	1
ASV.19	322	219	3
ASV.20	328	210	1
ASV.21	262	190	3
ASV.22	325	186	3
ASV.24	282	165	3
ASV.25	328	157	1
ASV.26	325	156	3
ASV.28	328	124	1
ASV.29	262	114	3
ASV.34	325	81	3
ASV.36	322	75	2
ASV.39	196	68	3
ASV.40	214	65	3
ASV.41	328	61	1
ASV.43	348	49	2
ASV.45	325	48	1
ASV.47	293	40	1
ASV.49	199	39	1
ASV.50	208	38	3
ASV.51	328	38	1
ASV.52	199	37	1
ASV.54	284	35	3
ASV.55	232	35	1
ASV.59	328	28	1
ASV.62	205	24	2
ASV.63	195	21	2
ASV.64	286	21	1
ASV.65	255	19	2
ASV.67	325	19	1
ASV.68	258	18	3
ASV.69	249	17	2
ASV.70	325	17	1
ASV.71	227	17	1
ASV.72	348	16	1
ASV.73	197	16	1
ASV.74	198	15	1
ASV.75	328	15	1
ASV.76	325	15	1
ASV.78	269	13	1
ASV.79	255	13	1
ASV.81	348	13	1
ASV.82	273	12	2
ASV.83	325	12	1
ASV.87	229	11	1
ASV.88	318	11	2
ASV.89	223	11	1
ASV.91	256	10	2
ASV.94	315	10	1
ASV.96	234	9	2
ASV.97	348	9	1
ASV.98	269	9	1
ASV.99	340	9	1
ASV.100	236	9	1
ASV.101	261	8	1
ASV.102	286	8	1
ASV.103	325	8	1
ASV.104	219	8	1
ASV.105	202	8	1
ASV.106	270	7	2
ASV.107	302	7	1
ASV.108	277	7	1
ASV.109	203	7	1
ASV.110	362	7	2
ASV.111	222	6	1
ASV.112	362	6	1
ASV.113	340	6	1
ASV.114	240	6	1
ASV.115	310	6	1
ASV.116	230	6	1
ASV.117	222	6	1
ASV.118	268	6	1
ASV.119	307	6	1
ASV.121	225	6	1
ASV.123	346	5	1
ASV.124	203	5	1
ASV.125	294	5	1
ASV.127	253	5	1
ASV.128	201	5	1
ASV.129	338	5	1
ASV.130	198	5	1
ASV.131	294	5	1
ASV.133	346	5	1
ASV.134	231	5	1
ASV.135	236	5	1
ASV.136	305	5	1
ASV.137	269	5	1
ASV.138	299	4	1
ASV.139	250	4	1
ASV.142	343	4	1
ASV.143	219	4	1
ASV.144	354	4	1
ASV.145	235	4	1
ASV.146	264	4	1
ASV.147	259	4	1
ASV.148	241	4	1
ASV.149	216	4	1
ASV.150	283	4	1
ASV.154	254	4	1
ASV.155	231	4	1
ASV.156	243	4	1
ASV.157	300	4	1
ASV.158	320	4	1
ASV.159	274	4	1
ASV.161	323	3	1
ASV.162	232	3	1
ASV.163	328	3	1
ASV.164	232	3	1
ASV.165	235	3	1
ASV.166	283	3	1
ASV.167	315	3	1
ASV.172	361	3	1
ASV.173	276	3	1
ASV.174	280	3	1
ASV.175	294	3	1
ASV.176	244	3	1
ASV.177	320	3	1
ASV.178	211	3	1
ASV.179	229	3	1
ASV.180	208	3	1
ASV.181	239	3	1
ASV.182	214	3	1
ASV.184	346	3	1
ASV.185	270	3	1
ASV.186	303	3	1
ASV.187	204	3	1
ASV.188	295	3	1
ASV.189	310	3	1
ASV.190	281	3	1
ASV.191	247	3	1
ASV.192	334	3	1
ASV.193	295	2	1
ASV.194	201	2	1
ASV.195	285	2	1
ASV.196	318	2	1
ASV.197	363	2	1
ASV.198	251	2	1
ASV.199	338	2	1
ASV.200	255	2	1
ASV.201	217	2	1
ASV.202	361	2	1
ASV.203	216	2	1
ASV.204	300	2	1
ASV.205	296	2	1
ASV.206	339	2	1
ASV.207	205	2	1
ASV.208	249	2	1
ASV.209	223	2	1
ASV.210	229	2	1
ASV.211	232	2	1
ASV.212	284	2	1
ASV.213	269	2	1
ASV.214	270	2	1
ASV.215	273	2	1
ASV.217	271	2	1
ASV.218	217	2	1
ASV.219	268	2	1
ASV.220	266	2	1
ASV.221	328	2	1
ASV.222	201	2	1
ASV.223	196	2	1
ASV.224	299	2	1
ASV.225	360	2	1
ASV.226	337	2	1
ASV.227	229	2	1
ASV.228	197	2	1
ASV.229	293	2	1
ASV.230	248	2	1
ASV.231	357	2	1
ASV.232	285	2	1
ASV.233	286	2	1
ASV.234	253	2	1
ASV.235	221	2	1
ASV.236	278	2	1
ASV.237	328	2	1
ASV.244	325	1	1
ASV.245	328	1	1
