asvLen	totReads	numSamps
ASV.1	325	70584	6
ASV.2	325	54977	6
ASV.3	325	15419	3
ASV.4	328	3453	1
ASV.5	325	3298	1
ASV.6	325	3258	1
ASV.7	325	2261	1
ASV.10	214	824	2
ASV.15	325	494	1
ASV.17	282	446	3
ASV.18	316	430	2
ASV.19	247	414	5
ASV.20	196	405	2
ASV.23	209	390	3
ASV.25	322	359	3
ASV.26	356	319	1
ASV.28	322	303	3
ASV.29	325	302	1
ASV.31	325	279	1
ASV.32	282	275	3
ASV.33	325	275	1
ASV.34	328	274	3
ASV.36	322	265	5
ASV.37	215	263	2
ASV.38	275	235	2
ASV.40	340	219	3
ASV.41	256	212	2
ASV.42	325	209	1
ASV.43	235	201	4
ASV.44	325	197	1
ASV.45	253	192	2
ASV.46	282	184	3
ASV.47	316	181	3
ASV.49	246	178	2
ASV.50	322	177	2
ASV.51	360	165	3
ASV.52	261	163	3
ASV.53	246	163	1
ASV.54	207	159	1
ASV.55	322	156	3
ASV.56	351	156	1
ASV.58	322	151	3
ASV.59	209	149	1
ASV.60	259	145	3
ASV.61	348	141	4
ASV.62	290	137	2
ASV.63	263	134	3
ASV.64	282	131	2
ASV.65	322	128	2
ASV.68	316	124	2
ASV.69	356	123	1
ASV.71	244	121	2
ASV.72	262	117	3
ASV.74	212	115	4
ASV.75	328	115	1
ASV.76	325	113	1
ASV.77	335	112	2
ASV.78	202	109	3
ASV.79	322	108	2
ASV.80	325	107	1
ASV.81	317	106	2
ASV.82	214	103	1
ASV.84	290	93	3
ASV.86	206	92	1
ASV.87	348	90	3
ASV.88	214	90	2
ASV.89	202	84	2
ASV.90	316	83	1
ASV.91	335	83	2
ASV.92	316	82	2
ASV.93	199	79	2
ASV.94	238	78	1
ASV.95	325	76	1
ASV.96	314	74	2
ASV.97	299	74	1
ASV.98	328	74	1
ASV.99	316	73	3
ASV.100	262	72	2
ASV.101	299	69	2
ASV.102	328	69	1
ASV.103	253	66	1
ASV.104	269	65	3
ASV.105	325	65	1
ASV.106	315	62	1
ASV.107	322	61	3
ASV.109	233	61	1
ASV.110	255	60	3
ASV.111	288	59	1
ASV.112	322	56	3
ASV.113	299	56	2
ASV.114	195	55	2
ASV.115	255	54	1
ASV.116	217	54	3
ASV.118	351	54	1
ASV.119	291	54	2
ASV.120	317	53	1
ASV.121	361	53	1
ASV.122	261	51	2
ASV.124	325	51	1
ASV.125	322	50	1
ASV.126	214	48	2
ASV.127	205	48	2
ASV.128	199	48	1
ASV.129	325	47	1
ASV.130	348	46	4
ASV.131	360	46	3
ASV.132	325	46	2
ASV.133	293	46	1
ASV.135	262	43	3
ASV.136	299	43	1
ASV.137	276	43	3
ASV.138	214	43	1
ASV.139	312	43	1
ASV.141	227	42	2
ASV.142	223	41	3
