## Table (tab-separated) of DADA2 nifH pipeline outputs for all nifH amplicon studies.
##   * The first column names the study.
##
##   * The second column is the path to the ASV FASTA file.  The corresponding ASV abundance table
##     must be in the same directory as the FASTA. (The pipeline puts both in TextData.)  The path
##     may be absolute, or relative to the directory of the GatherAsvs Makefile.
##
##   * The third column is a tag which must be distinct for every row. The tags become the sample
##     (column) names in the final abundance table output by GatherAsv.  Tags may be structured
##     if you like.  Here they are structured as:
##         <studyID>:<processingGroupNum>:<SRA study>
##     with processingGroupNum an integer that enables tags to be distinct within a study.  The SRA
##     study is no_SRA if the data set is not in the SRA.
##
## For legibility the rows are grouped by study.  Each study had its own run of the pipeline.
## Within each study the rows are separate "processing groups" (separate runs of DADA2 within one
## run of the pipeline).  The processing groups are reflected by the components in the directory
## structure.  For example BentzonTilia_2015 has 4 processing groups: {RoskildeFjor, GreatBelt} X
## {RNA, DNA}, which were defined by the columns in
##    ../Data/PipelineOutputs/BentzonTilia_2015/fastqMap.BentzonTilia_2015.tsv
##


AK2HI	../Data/PipelineOutputs/AK2HI/Data.nobackup/Dada2PipeOutput/DNA/Frac_0.2/Out.2024Aug13/TextData/asvs.noChimera.fasta	AK2HI:1:no_SRA


BentzonTilia_2015	../Data/PipelineOutputs/BentzonTilia_2015/Data.nobackup/Dada2PipeOutput/RoskildeFjord/RNA/Out.2024Aug13/TextData/asvs.noChimera.fasta	BentzonTilia_2015:1:SRP038933
BentzonTilia_2015	../Data/PipelineOutputs/BentzonTilia_2015/Data.nobackup/Dada2PipeOutput/RoskildeFjord/DNA/Out.2024Aug13/TextData/asvs.noChimera.fasta	BentzonTilia_2015:2:SRP038933
BentzonTilia_2015	../Data/PipelineOutputs/BentzonTilia_2015/Data.nobackup/Dada2PipeOutput/GreatBelt/RNA/Out.2024Aug13/TextData/asvs.noChimera.fasta	BentzonTilia_2015:3:SRP038933
BentzonTilia_2015	../Data/PipelineOutputs/BentzonTilia_2015/Data.nobackup/Dada2PipeOutput/GreatBelt/DNA/Out.2024Aug13/TextData/asvs.noChimera.fasta	BentzonTilia_2015:4:SRP038933


Ding_2021	../Data/PipelineOutputs/Ding_2021/Data.nobackup/Dada2PipeOutput/DNA/Frac_0.2/Out.2024Aug13/TextData/asvs.noChimera.fasta	Ding_2021:1:SRP261427


## Gradoville_2020 includes cruises GRADIENTS 1 (2016) and 2 (2017).
Gradoville_2020	../Data/PipelineOutputs/Gradoville_2020/Data.nobackup/Dada2PipeOutput/2016/DNA/Frac_3/NPSG/Out.2022Apr23/TextData/asvs.noChimera.fasta	Gradoville_2020:1:SRP190508
Gradoville_2020	../Data/PipelineOutputs/Gradoville_2020/Data.nobackup/Dada2PipeOutput/2016/DNA/Frac_0.2/NPSG/Out.2022Apr23/TextData/asvs.noChimera.fasta	Gradoville_2020:2:SRP190508
Gradoville_2020	../Data/PipelineOutputs/Gradoville_2020/Data.nobackup/Dada2PipeOutput/2017/DNA/Frac_whole/Transition/Out.2022Apr23/TextData/asvs.noChimera.fasta	Gradoville_2020:3:SRP190508
